,PC-1,PC-2,target
0,-2.264541728394899,0.5057039027737846,Iris-setosa
1,-2.086425500616165,-0.6554047293691351,Iris-setosa
2,-2.367950449062529,-0.31847731084724507,Iris-setosa
3,-2.3041971611520093,-0.5753677125331965,Iris-setosa
4,-2.3887774935056423,0.6747673967025161,Iris-setosa
5,-2.070536807180554,1.518548559888513,Iris-setosa
6,-2.445711339630283,0.07456267500687366,Iris-setosa
7,-2.2338418587092663,0.24761393175226548,Iris-setosa
8,-2.3419576764553898,-1.0951463625829543,Iris-setosa
9,-2.188675755280872,-0.44862904833755846,Iris-setosa
10,-2.1634865562665233,1.0705955760377266,Iris-setosa
11,-2.327377754134375,0.15858745465947638,Iris-setosa
12,-2.224082722045004,-0.7091181580302257,Iris-setosa
13,-2.6397162608446303,-0.9382819821078529,Iris-setosa
14,-2.1922915084984305,1.889978512316465,Iris-setosa
15,-2.251465214584064,2.7223710765744675,Iris-setosa
16,-2.2027504800800854,1.5137502825462175,Iris-setosa
17,-2.190179163791052,0.5143043082206931,Iris-setosa
18,-1.8940742930236683,1.4311107069412368,Iris-setosa
19,-2.3399490704234083,1.1580334289850007,Iris-setosa
20,-1.9145563949595175,0.43046516328013823,Iris-setosa
21,-2.204645397533815,0.9524573172889986,Iris-setosa
22,-2.7741697937051577,0.48951702650349554,Iris-setosa
23,-1.8204115633372144,0.10675079283540632,Iris-setosa
24,-2.2282174994597255,0.16218616266619731,Iris-setosa
25,-1.9570240073413976,-0.6078925674838073,Iris-setosa
26,-2.0520633112766866,0.26601431198165526,Iris-setosa
27,-2.1681936533450212,0.55201649532354,Iris-setosa
28,-2.140305963284159,0.33664040884505453,Iris-setosa
29,-2.268790194387877,-0.31487860284052754,Iris-setosa
30,-2.144554429277134,-0.4839420967692586,Iris-setosa
31,-1.8319381022015875,0.44526683550280705,Iris-setosa
32,-2.6082028676633473,1.8284751927341012,Iris-setosa
33,-2.437950859095142,2.185391615630892,Iris-setosa
34,-2.188675755280871,-0.4486290483375588,Iris-setosa
35,-2.2111198968124226,-0.18433781054027853,Iris-setosa
36,-2.044416519319802,0.6849564262949367,Iris-setosa
37,-2.188675755280871,-0.4486290483375588,Iris-setosa
38,-2.4359522029660208,-0.8821694147756161,Iris-setosa
39,-2.1705472018842698,0.29272695496644663,Iris-setosa
